,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
434,0 days 01:49:28.754000,RUS,63,0 days 00:01:38.949000,11.0,2.0,,,0 days 00:00:35.861000,0 days 00:00:44.209000,0 days 00:00:18.879000,0 days 01:48:25.718000,0 days 01:49:09.927000,0 days 01:49:28.806000,,299.0,259.0,301.0,False,HARD,10.0,True,Mercedes,0 days 01:47:49.805000,2024-04-07 05:48:51.439,1,9.0,False,,False,True
435,0 days 01:51:07.966000,RUS,63,0 days 00:01:39.212000,12.0,2.0,,,0 days 00:00:35.925000,0 days 00:00:44.315000,0 days 00:00:18.972000,0 days 01:50:04.731000,0 days 01:50:49.046000,0 days 01:51:08.018000,,300.0,258.0,301.0,False,HARD,11.0,True,Mercedes,0 days 01:49:28.754000,2024-04-07 05:50:30.388,1,8.0,False,,False,True
436,0 days 01:52:46.955000,RUS,63,0 days 00:01:38.989000,13.0,2.0,,,0 days 00:00:35.848000,0 days 00:00:44.313000,0 days 00:00:18.828000,0 days 01:51:43.866000,0 days 01:52:28.179000,0 days 01:52:47.007000,276.0,299.0,257.0,301.0,False,HARD,12.0,True,Mercedes,0 days 01:51:07.966000,2024-04-07 05:52:09.600,1,6.0,False,,False,True
437,0 days 01:54:25.383000,RUS,63,0 days 00:01:38.428000,14.0,2.0,,,0 days 00:00:35.474000,0 days 00:00:44.065000,0 days 00:00:18.889000,0 days 01:53:22.481000,0 days 01:54:06.546000,0 days 01:54:25.435000,275.0,294.0,254.0,295.0,False,HARD,13.0,True,Mercedes,0 days 01:52:46.955000,2024-04-07 05:53:48.589,1,5.0,False,,False,True
438,0 days 01:56:03.948000,RUS,63,0 days 00:01:38.565000,15.0,2.0,,,0 days 00:00:35.730000,0 days 00:00:43.920000,0 days 00:00:18.915000,0 days 01:55:01.165000,0 days 01:55:45.085000,0 days 01:56:04,276.0,297.0,254.0,296.0,False,HARD,14.0,True,Mercedes,0 days 01:54:25.383000,2024-04-07 05:55:27.017,1,5.0,False,,False,True
439,0 days 01:57:42.606000,RUS,63,0 days 00:01:38.658000,16.0,2.0,,,0 days 00:00:35.693000,0 days 00:00:44.042000,0 days 00:00:18.923000,0 days 01:56:39.693000,0 days 01:57:23.735000,0 days 01:57:42.658000,,295.0,254.0,294.0,False,HARD,15.0,True,Mercedes,0 days 01:56:03.948000,2024-04-07 05:57:05.582,1,3.0,False,,False,True
440,0 days 01:59:22.023000,RUS,63,0 days 00:01:39.417000,17.0,2.0,,,0 days 00:00:36.016000,0 days 00:00:44.411000,0 days 00:00:18.990000,0 days 01:58:18.674000,0 days 01:59:03.085000,0 days 01:59:22.075000,277.0,297.0,255.0,297.0,False,HARD,16.0,True,Mercedes,0 days 01:57:42.606000,2024-04-07 05:58:44.240,1,3.0,False,,False,True
441,0 days 02:01:02.340000,RUS,63,0 days 00:01:40.317000,18.0,2.0,,,0 days 00:00:36.537000,0 days 00:00:44.194000,0 days 00:00:19.586000,0 days 01:59:58.612000,0 days 02:00:42.806000,0 days 02:01:02.392000,276.0,291.0,258.0,276.0,False,HARD,17.0,True,Mercedes,0 days 01:59:22.023000,2024-04-07 06:00:23.657,1,5.0,False,,False,True
442,0 days 02:02:40.732000,RUS,63,0 days 00:01:38.392000,19.0,2.0,,,0 days 00:00:35.636000,0 days 00:00:43.882000,0 days 00:00:18.874000,0 days 02:01:38.028000,0 days 02:02:21.910000,0 days 02:02:40.784000,277.0,298.0,255.0,296.0,False,HARD,18.0,True,Mercedes,0 days 02:01:02.340000,2024-04-07 06:02:03.974,1,5.0,False,,False,True
443,0 days 02:04:19.195000,RUS,63,0 days 00:01:38.463000,20.0,2.0,,,0 days 00:00:35.591000,0 days 00:00:44.024000,0 days 00:00:18.848000,0 days 02:03:16.375000,0 days 02:04:00.399000,0 days 02:04:19.247000,276.0,296.0,257.0,296.0,False,HARD,19.0,True,Mercedes,0 days 02:02:40.732000,2024-04-07 06:03:42.366,1,5.0,False,,False,True
444,0 days 02:05:58.687000,RUS,63,0 days 00:01:39.492000,21.0,2.0,,,0 days 00:00:36.048000,0 days 00:00:44.456000,0 days 00:00:18.988000,0 days 02:04:55.295000,0 days 02:05:39.751000,0 days 02:05:58.739000,277.0,299.0,259.0,300.0,False,HARD,20.0,True,Mercedes,0 days 02:04:19.195000,2024-04-07 06:05:20.829,1,6.0,False,,False,True
445,0 days 02:07:39.582000,RUS,63,0 days 00:01:40.895000,22.0,2.0,,0 days 02:07:38.477000,0 days 00:00:35.758000,0 days 00:00:44.026000,0 days 00:00:21.111000,0 days 02:06:34.497000,0 days 02:07:18.523000,0 days 02:07:39.634000,,297.0,,297.0,False,HARD,21.0,True,Mercedes,0 days 02:05:58.687000,2024-04-07 06:07:00.321,1,7.0,False,,False,False
446,0 days 02:09:35.134000,RUS,63,0 days 00:01:55.552000,23.0,3.0,0 days 02:08:01.873000,,0 days 00:00:54.686000,0 days 00:00:42.375000,0 days 00:00:18.491000,0 days 02:08:34.320000,0 days 02:09:16.695000,0 days 02:09:35.186000,276.0,295.0,256.0,293.0,False,HARD,1.0,True,Mercedes,0 days 02:07:39.582000,2024-04-07 06:08:41.216,1,9.0,False,,False,False
447,0 days 02:11:10.283000,RUS,63,0 days 00:01:35.149000,24.0,3.0,,,0 days 00:00:34.356000,0 days 00:00:42.322000,0 days 00:00:18.471000,0 days 02:10:09.542000,0 days 02:10:51.864000,0 days 02:11:10.335000,277.0,295.0,255.0,292.0,True,HARD,2.0,True,Mercedes,0 days 02:09:35.134000,2024-04-07 06:10:36.768,1,8.0,False,,False,True
448,0 days 02:12:45.956000,RUS,63,0 days 00:01:35.673000,25.0,3.0,,,0 days 00:00:34.380000,0 days 00:00:42.769000,0 days 00:00:18.524000,0 days 02:11:44.715000,0 days 02:12:27.484000,0 days 02:12:46.008000,279.0,296.0,255.0,294.0,False,HARD,3.0,True,Mercedes,0 days 02:11:10.283000,2024-04-07 06:12:11.917,1,8.0,False,,False,True
449,0 days 02:14:21.731000,RUS,63,0 days 00:01:35.775000,26.0,3.0,,,0 days 00:00:34.524000,0 days 00:00:42.725000,0 days 00:00:18.526000,0 days 02:13:20.532000,0 days 02:14:03.257000,0 days 02:14:21.783000,,296.0,255.0,295.0,False,HARD,4.0,True,Mercedes,0 days 02:12:45.956000,2024-04-07 06:13:47.590,1,8.0,False,,False,True
450,0 days 02:15:59.011000,RUS,63,0 days 00:01:37.280000,27.0,3.0,,,0 days 00:00:35.722000,0 days 00:00:43.012000,0 days 00:00:18.546000,0 days 02:14:57.505000,0 days 02:15:40.517000,0 days 02:15:59.063000,281.0,300.0,259.0,299.0,False,HARD,5.0,True,Mercedes,0 days 02:14:21.731000,2024-04-07 06:15:23.365,1,7.0,False,,False,True
451,0 days 02:17:36.575000,RUS,63,0 days 00:01:37.564000,28.0,3.0,,,0 days 00:00:35.752000,0 days 00:00:43.178000,0 days 00:00:18.634000,0 days 02:16:34.815000,0 days 02:17:17.993000,0 days 02:17:36.627000,278.0,302.0,256.0,298.0,False,HARD,6.0,True,Mercedes,0 days 02:15:59.011000,2024-04-07 06:17:00.645,1,8.0,False,,False,True
452,0 days 02:19:13.274000,RUS,63,0 days 00:01:36.699000,29.0,3.0,,,0 days 00:00:35.090000,0 days 00:00:42.956000,0 days 00:00:18.653000,0 days 02:18:11.717000,0 days 02:18:54.673000,0 days 02:19:13.326000,277.0,301.0,257.0,300.0,False,HARD,7.0,True,Mercedes,0 days 02:17:36.575000,2024-04-07 06:18:38.209,1,8.0,False,,False,True
453,0 days 02:20:49.767000,RUS,63,0 days 00:01:36.493000,30.0,3.0,,,0 days 00:00:34.974000,0 days 00:00:42.949000,0 days 00:00:18.570000,0 days 02:19:48.300000,0 days 02:20:31.249000,0 days 02:20:49.819000,279.0,300.0,257.0,299.0,False,HARD,8.0,True,Mercedes,0 days 02:19:13.274000,2024-04-07 06:20:14.908,1,8.0,False,,False,True
454,0 days 02:22:26.543000,RUS,63,0 days 00:01:36.776000,31.0,3.0,,,0 days 00:00:35.019000,0 days 00:00:43.110000,0 days 00:00:18.647000,0 days 02:21:24.838000,0 days 02:22:07.948000,0 days 02:22:26.595000,,300.0,256.0,298.0,False,HARD,9.0,True,Mercedes,0 days 02:20:49.767000,2024-04-07 06:21:51.401,1,8.0,False,,False,True
455,0 days 02:24:03.287000,RUS,63,0 days 00:01:36.744000,32.0,3.0,,,0 days 00:00:34.984000,0 days 00:00:42.930000,0 days 00:00:18.830000,0 days 02:23:01.579000,0 days 02:23:44.509000,0 days 02:24:03.339000,,299.0,255.0,299.0,False,HARD,10.0,True,Mercedes,0 days 02:22:26.543000,2024-04-07 06:23:28.177,1,8.0,False,,False,True
456,0 days 02:25:39.670000,RUS,63,0 days 00:01:36.383000,33.0,3.0,,,0 days 00:00:34.868000,0 days 00:00:42.900000,0 days 00:00:18.615000,0 days 02:24:38.207000,0 days 02:25:21.107000,0 days 02:25:39.722000,278.0,301.0,256.0,299.0,False,HARD,11.0,True,Mercedes,0 days 02:24:03.287000,2024-04-07 06:25:04.921,1,7.0,False,,False,True
457,0 days 02:27:16.374000,RUS,63,0 days 00:01:36.704000,34.0,3.0,,,0 days 00:00:35.021000,0 days 00:00:42.991000,0 days 00:00:18.692000,0 days 02:26:14.743000,0 days 02:26:57.734000,0 days 02:27:16.426000,277.0,300.0,257.0,298.0,False,HARD,12.0,True,Mercedes,0 days 02:25:39.670000,2024-04-07 06:26:41.304,1,6.0,False,,False,True
458,0 days 02:28:52.844000,RUS,63,0 days 00:01:36.470000,35.0,3.0,,,0 days 00:00:34.850000,0 days 00:00:42.992000,0 days 00:00:18.628000,0 days 02:27:51.276000,0 days 02:28:34.268000,0 days 02:28:52.896000,279.0,300.0,257.0,299.0,False,HARD,13.0,True,Mercedes,0 days 02:27:16.374000,2024-04-07 06:28:18.008,1,6.0,False,,False,True
459,0 days 02:30:29.312000,RUS,63,0 days 00:01:36.468000,36.0,3.0,,,0 days 00:00:34.718000,0 days 00:00:43.105000,0 days 00:00:18.645000,0 days 02:29:27.614000,0 days 02:30:10.719000,0 days 02:30:29.364000,,300.0,258.0,298.0,False,HARD,14.0,True,Mercedes,0 days 02:28:52.844000,2024-04-07 06:29:54.478,1,6.0,False,,False,True
460,0 days 02:32:08.142000,RUS,63,0 days 00:01:38.830000,37.0,3.0,,0 days 02:32:06.931000,0 days 00:00:34.759000,0 days 00:00:43.260000,0 days 00:00:20.811000,0 days 02:31:04.123000,0 days 02:31:47.383000,0 days 02:32:08.194000,280.0,299.0,,298.0,False,HARD,15.0,True,Mercedes,0 days 02:30:29.312000,2024-04-07 06:31:30.946,1,5.0,False,,False,False
461,0 days 02:34:02.067000,RUS,63,0 days 00:01:53.925000,38.0,4.0,0 days 02:32:29.899000,,0 days 00:00:53.528000,0 days 00:00:41.902000,0 days 00:00:18.495000,0 days 02:33:01.722000,0 days 02:33:43.624000,0 days 02:34:02.119000,278.0,298.0,258.0,294.0,False,MEDIUM,2.0,False,Mercedes,0 days 02:32:08.142000,2024-04-07 06:33:09.776,1,9.0,False,,False,False
462,0 days 02:35:36.471000,RUS,63,0 days 00:01:34.404000,39.0,4.0,,,0 days 00:00:34.005000,0 days 00:00:42.106000,0 days 00:00:18.293000,0 days 02:34:36.124000,0 days 02:35:18.230000,0 days 02:35:36.523000,281.0,299.0,258.0,296.0,True,MEDIUM,3.0,False,Mercedes,0 days 02:34:02.067000,2024-04-07 06:35:03.701,1,9.0,False,,False,True
463,0 days 02:37:11.008000,RUS,63,0 days 00:01:34.537000,40.0,4.0,,,0 days 00:00:33.931000,0 days 00:00:42.253000,0 days 00:00:18.353000,0 days 02:36:10.454000,0 days 02:36:52.707000,0 days 02:37:11.060000,279.0,299.0,259.0,296.0,False,MEDIUM,4.0,False,Mercedes,0 days 02:35:36.471000,2024-04-07 06:36:38.105,1,8.0,False,,False,True
464,0 days 02:38:45.549000,RUS,63,0 days 00:01:34.541000,41.0,4.0,,,0 days 00:00:34.130000,0 days 00:00:42.024000,0 days 00:00:18.387000,0 days 02:37:45.190000,0 days 02:38:27.214000,0 days 02:38:45.601000,,299.0,258.0,296.0,False,MEDIUM,5.0,False,Mercedes,0 days 02:37:11.008000,2024-04-07 06:38:12.642,12,8.0,False,,False,True
465,0 days 02:40:20.848000,RUS,63,0 days 00:01:35.299000,42.0,4.0,,,0 days 00:00:34.104000,0 days 00:00:42.758000,0 days 00:00:18.437000,0 days 02:39:19.705000,0 days 02:40:02.463000,0 days 02:40:20.900000,280.0,300.0,258.0,297.0,False,MEDIUM,6.0,False,Mercedes,0 days 02:38:45.549000,2024-04-07 06:39:47.183,21,8.0,False,,False,True
466,0 days 02:41:55.989000,RUS,63,0 days 00:01:35.141000,43.0,4.0,,,0 days 00:00:34.286000,0 days 00:00:42.430000,0 days 00:00:18.425000,0 days 02:40:55.186000,0 days 02:41:37.616000,0 days 02:41:56.041000,,300.0,258.0,298.0,False,MEDIUM,7.0,False,Mercedes,0 days 02:40:20.848000,2024-04-07 06:41:22.482,1,8.0,False,,False,True
467,0 days 02:43:30.823000,RUS,63,0 days 00:01:34.834000,44.0,4.0,,,0 days 00:00:34.142000,0 days 00:00:42.290000,0 days 00:00:18.402000,0 days 02:42:30.183000,0 days 02:43:12.473000,0 days 02:43:30.875000,281.0,301.0,258.0,299.0,False,MEDIUM,8.0,False,Mercedes,0 days 02:41:55.989000,2024-04-07 06:42:57.623,1,8.0,False,,False,True
468,0 days 02:45:05.736000,RUS,63,0 days 00:01:34.913000,45.0,4.0,,,0 days 00:00:34.097000,0 days 00:00:42.322000,0 days 00:00:18.494000,0 days 02:44:04.972000,0 days 02:44:47.294000,0 days 02:45:05.788000,279.0,301.0,258.0,300.0,False,MEDIUM,9.0,False,Mercedes,0 days 02:43:30.823000,2024-04-07 06:44:32.457,1,8.0,False,,False,True
469,0 days 02:46:40.851000,RUS,63,0 days 00:01:35.115000,46.0,4.0,,,0 days 00:00:34.155000,0 days 00:00:42.443000,0 days 00:00:18.517000,0 days 02:45:39.943000,0 days 02:46:22.386000,0 days 02:46:40.903000,280.0,302.0,259.0,301.0,False,MEDIUM,10.0,False,Mercedes,0 days 02:45:05.736000,2024-04-07 06:46:07.370,1,8.0,False,,False,True
470,0 days 02:48:16.168000,RUS,63,0 days 00:01:35.317000,47.0,4.0,,,0 days 00:00:34.285000,0 days 00:00:42.544000,0 days 00:00:18.488000,0 days 02:47:15.188000,0 days 02:47:57.732000,0 days 02:48:16.220000,282.0,302.0,259.0,302.0,False,MEDIUM,11.0,False,Mercedes,0 days 02:46:40.851000,2024-04-07 06:47:42.485,1,8.0,False,,False,True
471,0 days 02:49:51.591000,RUS,63,0 days 00:01:35.423000,48.0,4.0,,,0 days 00:00:34.368000,0 days 00:00:42.505000,0 days 00:00:18.550000,0 days 02:48:50.588000,0 days 02:49:33.093000,0 days 02:49:51.643000,,305.0,264.0,306.0,False,MEDIUM,12.0,False,Mercedes,0 days 02:48:16.168000,2024-04-07 06:49:17.802,1,8.0,False,,False,True
472,0 days 02:51:27.615000,RUS,63,0 days 00:01:36.024000,49.0,4.0,,,0 days 00:00:34.458000,0 days 00:00:42.609000,0 days 00:00:18.957000,0 days 02:50:26.101000,0 days 02:51:08.710000,0 days 02:51:27.667000,279.0,307.0,265.0,307.0,False,MEDIUM,13.0,False,Mercedes,0 days 02:49:51.591000,2024-04-07 06:50:53.225,1,8.0,False,,False,True
473,0 days 02:53:04.080000,RUS,63,0 days 00:01:36.465000,50.0,4.0,,,0 days 00:00:34.683000,0 days 00:00:43.167000,0 days 00:00:18.615000,0 days 02:52:02.350000,0 days 02:52:45.517000,0 days 02:53:04.132000,284.0,303.0,264.0,304.0,False,MEDIUM,14.0,False,Mercedes,0 days 02:51:27.615000,2024-04-07 06:52:29.249,1,8.0,False,,False,True
474,0 days 02:54:39.509000,RUS,63,0 days 00:01:35.429000,51.0,4.0,,,0 days 00:00:34.260000,0 days 00:00:42.550000,0 days 00:00:18.619000,0 days 02:53:38.392000,0 days 02:54:20.942000,0 days 02:54:39.561000,280.0,306.0,264.0,305.0,False,MEDIUM,15.0,False,Mercedes,0 days 02:53:04.080000,2024-04-07 06:54:05.714,1,8.0,False,,False,True
475,0 days 02:56:15.252000,RUS,63,0 days 00:01:35.743000,52.0,4.0,,,0 days 00:00:34.392000,0 days 00:00:42.708000,0 days 00:00:18.643000,0 days 02:55:13.953000,0 days 02:55:56.661000,0 days 02:56:15.304000,283.0,305.0,267.0,304.0,False,MEDIUM,16.0,False,Mercedes,0 days 02:54:39.509000,2024-04-07 06:55:41.143,1,8.0,False,,False,True
476,0 days 02:57:50.154000,RUS,63,0 days 00:01:34.902000,53.0,4.0,,,0 days 00:00:33.810000,0 days 00:00:42.590000,0 days 00:00:18.502000,0 days 02:56:49.114000,0 days 02:57:31.704000,0 days 02:57:50.206000,280.0,303.0,259.0,301.0,False,MEDIUM,17.0,False,Mercedes,0 days 02:56:15.252000,2024-04-07 06:57:16.886,1,7.0,False,,False,True
477,0 days 01:05:28.352000,TSU,22,,1.0,1.0,,0 days 01:05:24.893000,,0 days 00:01:23.186000,0 days 00:00:44.247000,,0 days 01:04:44.158000,0 days 01:05:28.352000,274.0,174.0,,124.0,False,MEDIUM,1.0,True,RB,0 days 01:02:40.422000,2024-04-07 05:03:42.056,125,14.0,False,,False,False
478,0 days 01:36:18.417000,TSU,22,,2.0,2.0,0 days 01:31:48.957000,,,0 days 00:00:44.263000,0 days 00:00:18.922000,,0 days 01:36:02.696000,0 days 01:36:21.694000,281.0,299.0,255.0,298.0,False,SOFT,4.0,False,RB,0 days 01:30:58.774000,2024-04-07 05:32:00.408,1,18.0,False,,False,False
479,0 days 01:36:21.486000,TSU,22,,3.0,2.0,,,,,,,,,,,,,False,SOFT,5.0,False,RB,0 days 01:36:18.417000,2024-04-07 05:37:20.051,1,9.0,False,,False,False
480,0 days 01:38:00.594000,TSU,22,0 days 00:01:39.108000,4.0,2.0,,,0 days 00:00:35.860000,0 days 00:00:44.164000,0 days 00:00:19.084000,0 days 01:36:57.346000,0 days 01:37:41.510000,0 days 01:38:00.594000,277.0,296.0,254.0,299.0,True,SOFT,6.0,False,RB,0 days 01:36:21.486000,2024-04-07 05:37:23.120,1,9.0,False,,False,True
481,0 days 01:39:40.102000,TSU,22,0 days 00:01:39.508000,5.0,2.0,,,0 days 00:00:36.475000,0 days 00:00:44.129000,0 days 00:00:18.904000,0 days 01:38:37.069000,0 days 01:39:21.198000,0 days 01:39:40.102000,,299.0,253.0,301.0,False,SOFT,7.0,False,RB,0 days 01:38:00.594000,2024-04-07 05:39:02.228,1,10.0,False,,False,True
482,0 days 01:41:18.989000,TSU,22,0 days 00:01:38.887000,6.0,2.0,,,0 days 00:00:35.735000,0 days 00:00:44.173000,0 days 00:00:18.979000,0 days 01:40:15.837000,0 days 01:41:00.010000,0 days 01:41:18.989000,276.0,297.0,253.0,300.0,True,SOFT,8.0,False,RB,0 days 01:39:40.102000,2024-04-07 05:40:41.736,1,10.0,False,,False,True
483,0 days 01:42:59.987000,TSU,22,0 days 00:01:40.998000,7.0,2.0,,0 days 01:42:58.831000,0 days 00:00:36.025000,0 days 00:00:44.058000,0 days 00:00:20.915000,0 days 01:41:55.014000,0 days 01:42:39.072000,0 days 01:42:59.987000,275.0,297.0,,300.0,False,SOFT,9.0,False,RB,0 days 01:41:18.989000,2024-04-07 05:42:20.623,1,11.0,False,,False,False
484,0 days 01:44:58.031000,TSU,22,0 days 00:01:58.044000,8.0,3.0,0 days 01:43:21.965000,,0 days 00:00:55.920000,0 days 00:00:43.131000,0 days 00:00:18.993000,0 days 01:43:55.907000,0 days 01:44:39.038000,0 days 01:44:58.031000,277.0,298.0,252.0,296.0,False,HARD,1.0,True,RB,0 days 01:42:59.987000,2024-04-07 05:44:01.621,1,16.0,False,,False,False
485,0 days 01:46:35.201000,TSU,22,0 days 00:01:37.170000,9.0,3.0,,,0 days 00:00:35.101000,0 days 00:00:43.277000,0 days 00:00:18.792000,0 days 01:45:33.132000,0 days 01:46:16.409000,0 days 01:46:35.201000,278.0,298.0,252.0,299.0,True,HARD,2.0,True,RB,0 days 01:44:58.031000,2024-04-07 05:45:59.665,1,16.0,False,,False,True
486,0 days 01:48:12.697000,TSU,22,0 days 00:01:37.496000,10.0,3.0,,,0 days 00:00:35.203000,0 days 00:00:43.432000,0 days 00:00:18.861000,0 days 01:47:10.404000,0 days 01:47:53.836000,0 days 01:48:12.697000,277.0,299.0,253.0,300.0,False,HARD,3.0,True,RB,0 days 01:46:35.201000,2024-04-07 05:47:36.835,1,16.0,False,,False,True
487,0 days 01:49:50.592000,TSU,22,0 days 00:01:37.895000,11.0,3.0,,,0 days 00:00:35.353000,0 days 00:00:43.739000,0 days 00:00:18.803000,0 days 01:48:48.050000,0 days 01:49:31.789000,0 days 01:49:50.592000,,297.0,257.0,301.0,False,HARD,4.0,True,RB,0 days 01:48:12.697000,2024-04-07 05:49:14.331,1,16.0,False,,False,True
488,0 days 01:51:30.649000,TSU,22,0 days 00:01:40.057000,12.0,3.0,,,0 days 00:00:35.858000,0 days 00:00:44.840000,0 days 00:00:19.359000,0 days 01:50:26.450000,0 days 01:51:11.290000,0 days 01:51:30.649000,276.0,304.0,260.0,308.0,False,HARD,5.0,True,RB,0 days 01:49:50.592000,2024-04-07 05:50:52.226,1,16.0,False,,False,True
489,0 days 01:53:09.629000,TSU,22,0 days 00:01:38.980000,13.0,3.0,,,0 days 00:00:36.358000,0 days 00:00:43.714000,0 days 00:00:18.908000,0 days 01:52:07.007000,0 days 01:52:50.721000,0 days 01:53:09.629000,277.0,298.0,254.0,301.0,False,HARD,6.0,True,RB,0 days 01:51:30.649000,2024-04-07 05:52:32.283,1,14.0,False,,False,True
490,0 days 01:54:48.139000,TSU,22,0 days 00:01:38.510000,14.0,3.0,,,0 days 00:00:35.514000,0 days 00:00:44.056000,0 days 00:00:18.940000,0 days 01:53:45.143000,0 days 01:54:29.199000,0 days 01:54:48.139000,275.0,297.0,259.0,302.0,False,HARD,7.0,True,RB,0 days 01:53:09.629000,2024-04-07 05:54:11.263,1,14.0,False,,False,True
491,0 days 01:56:28.064000,TSU,22,0 days 00:01:39.925000,15.0,3.0,,,0 days 00:00:35.947000,0 days 00:00:44.850000,0 days 00:00:19.128000,0 days 01:55:24.086000,0 days 01:56:08.936000,0 days 01:56:28.064000,277.0,302.0,259.0,307.0,False,HARD,8.0,True,RB,0 days 01:54:48.139000,2024-04-07 05:55:49.773,1,15.0,False,,False,True
492,0 days 01:58:08.160000,TSU,22,0 days 00:01:40.096000,16.0,3.0,,,0 days 00:00:36.519000,0 days 00:00:44.623000,0 days 00:00:18.954000,0 days 01:57:04.583000,0 days 01:57:49.206000,0 days 01:58:08.160000,275.0,301.0,262.0,304.0,False,HARD,9.0,True,RB,0 days 01:56:28.064000,2024-04-07 05:57:29.698,1,15.0,False,,False,True
493,0 days 01:59:46.104000,TSU,22,0 days 00:01:37.944000,17.0,3.0,,,0 days 00:00:35.252000,0 days 00:00:43.885000,0 days 00:00:18.807000,0 days 01:58:43.412000,0 days 01:59:27.297000,0 days 01:59:46.104000,269.0,299.0,258.0,302.0,False,HARD,10.0,True,RB,0 days 01:58:08.160000,2024-04-07 05:59:09.794,1,14.0,False,,False,True
494,0 days 02:01:25.374000,TSU,22,0 days 00:01:39.270000,18.0,3.0,,,0 days 00:00:35.750000,0 days 00:00:44.437000,0 days 00:00:19.083000,0 days 02:00:21.854000,0 days 02:01:06.291000,0 days 02:01:25.374000,277.0,304.0,259.0,306.0,False,HARD,11.0,True,RB,0 days 01:59:46.104000,2024-04-07 06:00:47.738,1,14.0,False,,False,True
495,0 days 02:03:05.032000,TSU,22,0 days 00:01:39.658000,19.0,3.0,,,0 days 00:00:36.249000,0 days 00:00:44.228000,0 days 00:00:19.181000,0 days 02:02:01.623000,0 days 02:02:45.851000,0 days 02:03:05.032000,278.0,304.0,259.0,306.0,False,HARD,12.0,True,RB,0 days 02:01:25.374000,2024-04-07 06:02:27.008,1,14.0,False,,False,True
496,0 days 02:04:44.132000,TSU,22,0 days 00:01:39.100000,20.0,3.0,,,0 days 00:00:35.735000,0 days 00:00:44.445000,0 days 00:00:18.920000,0 days 02:03:40.767000,0 days 02:04:25.212000,0 days 02:04:44.132000,277.0,301.0,260.0,304.0,False,HARD,13.0,True,RB,0 days 02:03:05.032000,2024-04-07 06:04:06.666,1,14.0,False,,False,True
497,0 days 02:06:23.694000,TSU,22,0 days 00:01:39.562000,21.0,3.0,,,0 days 00:00:35.840000,0 days 00:00:44.740000,0 days 00:00:18.982000,0 days 02:05:19.972000,0 days 02:06:04.712000,0 days 02:06:23.694000,,301.0,260.0,302.0,False,HARD,14.0,True,RB,0 days 02:04:44.132000,2024-04-07 06:05:45.766,1,14.0,False,,False,True
498,0 days 02:08:05.610000,TSU,22,0 days 00:01:41.916000,22.0,3.0,,0 days 02:08:04.320000,0 days 00:00:35.995000,0 days 00:00:44.556000,0 days 00:00:21.365000,0 days 02:06:59.689000,0 days 02:07:44.245000,0 days 02:08:05.610000,276.0,300.0,,301.0,False,HARD,15.0,True,RB,0 days 02:06:23.694000,2024-04-07 06:07:25.328,1,15.0,False,,False,False
499,0 days 02:10:02.861000,TSU,22,0 days 00:01:57.251000,23.0,4.0,0 days 02:08:27.738000,,0 days 00:00:55.471000,0 days 00:00:43.026000,0 days 00:00:18.754000,0 days 02:09:01.081000,0 days 02:09:44.107000,0 days 02:10:02.861000,278.0,293.0,256.0,293.0,False,HARD,1.0,True,RB,0 days 02:08:05.610000,2024-04-07 06:09:07.244,1,12.0,False,,False,False
500,0 days 02:11:39.498000,TSU,22,0 days 00:01:36.637000,24.0,4.0,,,0 days 00:00:34.996000,0 days 00:00:42.983000,0 days 00:00:18.658000,0 days 02:10:37.857000,0 days 02:11:20.840000,0 days 02:11:39.498000,279.0,295.0,256.0,293.0,True,HARD,2.0,True,RB,0 days 02:10:02.861000,2024-04-07 06:11:04.495,1,12.0,False,,False,True
501,0 days 02:13:16.571000,TSU,22,0 days 00:01:37.073000,25.0,4.0,,,0 days 00:00:35.392000,0 days 00:00:43.059000,0 days 00:00:18.622000,0 days 02:12:14.890000,0 days 02:12:57.949000,0 days 02:13:16.571000,,295.0,256.0,295.0,False,HARD,3.0,True,RB,0 days 02:11:39.498000,2024-04-07 06:12:41.132,1,12.0,False,,False,True
502,0 days 02:14:53.608000,TSU,22,0 days 00:01:37.037000,26.0,4.0,,,0 days 00:00:35.304000,0 days 00:00:43.137000,0 days 00:00:18.596000,0 days 02:13:51.875000,0 days 02:14:35.012000,0 days 02:14:53.608000,,296.0,255.0,295.0,False,HARD,4.0,True,RB,0 days 02:13:16.571000,2024-04-07 06:14:18.205,1,12.0,False,,False,True
503,0 days 02:16:30.792000,TSU,22,0 days 00:01:37.184000,27.0,4.0,,,0 days 00:00:35.460000,0 days 00:00:43.065000,0 days 00:00:18.659000,0 days 02:15:29.068000,0 days 02:16:12.133000,0 days 02:16:30.792000,278.0,298.0,255.0,296.0,False,HARD,5.0,True,RB,0 days 02:14:53.608000,2024-04-07 06:15:55.242,1,12.0,False,,False,True
