,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0,0 days 01:04:51.565000,VER,1,,1.0,1.0,,0 days 01:04:49.856000,,0 days 00:01:04.045000,0 days 00:00:31.458000,,0 days 01:04:20.107000,0 days 01:04:51.657000,278.0,214.0,,184.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:02:40.422000,2024-04-07 05:03:42.056,125,1.0,False,,False,False
1,0 days 01:33:22.689000,VER,1,,2.0,2.0,0 days 01:31:05.329000,,,0 days 00:00:56.617000,0 days 00:00:39.032000,,0 days 01:32:43.657000,0 days 01:33:22.813000,179.0,245.0,48.0,126.0,False,MEDIUM,2.0,False,Red Bull Racing,0 days 01:30:58.774000,2024-04-07 05:32:00.408,1,1.0,False,,False,False
2,0 days 01:36:15.508000,VER,1,,3.0,2.0,,,,0 days 00:00:42.768000,0 days 00:00:18.603000,,0 days 01:35:57.085000,0 days 01:36:15.756000,279.0,291.0,253.0,285.0,False,MEDIUM,3.0,False,Red Bull Racing,0 days 01:33:22.689000,2024-04-07 05:34:24.323,1,1.0,False,,False,False
3,0 days 01:37:51.980000,VER,1,0 days 00:01:36.472000,4.0,2.0,,,0 days 00:00:34.772000,0 days 00:00:43.042000,0 days 00:00:18.658000,0 days 01:36:50.280000,0 days 01:37:33.322000,0 days 01:37:51.980000,278.0,292.0,252.0,284.0,True,MEDIUM,4.0,False,Red Bull Racing,0 days 01:36:15.508000,2024-04-07 05:37:17.142,1,1.0,False,,False,True
4,0 days 01:39:28.417000,VER,1,0 days 00:01:36.437000,5.0,2.0,,,0 days 00:00:34.690000,0 days 00:00:43.035000,0 days 00:00:18.712000,0 days 01:38:26.670000,0 days 01:39:09.705000,0 days 01:39:28.417000,279.0,293.0,253.0,286.0,True,MEDIUM,5.0,False,Red Bull Racing,0 days 01:37:51.980000,2024-04-07 05:38:53.614,1,1.0,False,,False,True
5,0 days 01:41:05.272000,VER,1,0 days 00:01:36.855000,6.0,2.0,,,0 days 00:00:34.965000,0 days 00:00:43.196000,0 days 00:00:18.694000,0 days 01:40:03.382000,0 days 01:40:46.578000,0 days 01:41:05.272000,278.0,293.0,253.0,286.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 01:39:28.417000,2024-04-07 05:40:30.051,1,1.0,False,,False,True
6,0 days 01:42:42.242000,VER,1,0 days 00:01:36.970000,7.0,2.0,,,0 days 00:00:34.987000,0 days 00:00:43.300000,0 days 00:00:18.683000,0 days 01:41:40.259000,0 days 01:42:23.559000,0 days 01:42:42.242000,,293.0,253.0,284.0,False,MEDIUM,7.0,False,Red Bull Racing,0 days 01:41:05.272000,2024-04-07 05:42:06.906,1,1.0,False,,False,True
7,0 days 01:44:19.571000,VER,1,0 days 00:01:37.329000,8.0,2.0,,,0 days 00:00:35.112000,0 days 00:00:43.412000,0 days 00:00:18.805000,0 days 01:43:17.354000,0 days 01:44:00.766000,0 days 01:44:19.571000,,293.0,253.0,287.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 01:42:42.242000,2024-04-07 05:43:43.876,1,1.0,False,,False,True
8,0 days 01:45:56.749000,VER,1,0 days 00:01:37.178000,9.0,2.0,,,0 days 00:00:35.132000,0 days 00:00:43.298000,0 days 00:00:18.748000,0 days 01:44:54.703000,0 days 01:45:38.001000,0 days 01:45:56.749000,,293.0,252.0,288.0,False,MEDIUM,9.0,False,Red Bull Racing,0 days 01:44:19.571000,2024-04-07 05:45:21.205,1,1.0,False,,False,True
9,0 days 01:47:34.339000,VER,1,0 days 00:01:37.590000,10.0,2.0,,,0 days 00:00:35.450000,0 days 00:00:43.353000,0 days 00:00:18.787000,0 days 01:46:32.199000,0 days 01:47:15.552000,0 days 01:47:34.339000,277.0,292.0,252.0,286.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 01:45:56.749000,2024-04-07 05:46:58.383,1,1.0,False,,False,True
10,0 days 01:49:12.113000,VER,1,0 days 00:01:37.774000,11.0,2.0,,,0 days 00:00:35.320000,0 days 00:00:43.622000,0 days 00:00:18.832000,0 days 01:48:09.659000,0 days 01:48:53.281000,0 days 01:49:12.113000,276.0,293.0,252.0,287.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 01:47:34.339000,2024-04-07 05:48:35.973,1,1.0,False,,False,True
11,0 days 01:50:49.866000,VER,1,0 days 00:01:37.753000,12.0,2.0,,,0 days 00:00:35.415000,0 days 00:00:43.468000,0 days 00:00:18.870000,0 days 01:49:47.528000,0 days 01:50:30.996000,0 days 01:50:49.866000,278.0,292.0,252.0,285.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 01:49:12.113000,2024-04-07 05:50:13.747,1,1.0,False,,False,True
12,0 days 01:52:27.593000,VER,1,0 days 00:01:37.727000,13.0,2.0,,,0 days 00:00:35.365000,0 days 00:00:43.511000,0 days 00:00:18.851000,0 days 01:51:25.231000,0 days 01:52:08.742000,0 days 01:52:27.593000,,292.0,253.0,288.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 01:50:49.866000,2024-04-07 05:51:51.500,1,1.0,False,,False,True
13,0 days 01:54:05.503000,VER,1,0 days 00:01:37.910000,14.0,2.0,,,0 days 00:00:35.432000,0 days 00:00:43.612000,0 days 00:00:18.866000,0 days 01:53:03.025000,0 days 01:53:46.637000,0 days 01:54:05.503000,,291.0,253.0,286.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 01:52:27.593000,2024-04-07 05:53:29.227,1,1.0,False,,False,True
14,0 days 01:55:43.357000,VER,1,0 days 00:01:37.854000,15.0,2.0,,,0 days 00:00:35.465000,0 days 00:00:43.565000,0 days 00:00:18.824000,0 days 01:54:40.968000,0 days 01:55:24.533000,0 days 01:55:43.357000,,292.0,253.0,285.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 01:54:05.503000,2024-04-07 05:55:07.137,1,1.0,False,,False,True
15,0 days 01:57:23.629000,VER,1,0 days 00:01:40.272000,16.0,2.0,,0 days 01:57:22.319000,0 days 00:00:35.594000,0 days 00:00:43.595000,0 days 00:00:21.083000,0 days 01:56:18.951000,0 days 01:57:02.546000,0 days 01:57:23.629000,,293.0,,286.0,False,MEDIUM,16.0,False,Red Bull Racing,0 days 01:55:43.357000,2024-04-07 05:56:44.991,1,1.0,False,,False,False
16,0 days 01:59:20.107000,VER,1,0 days 00:01:56.478000,17.0,3.0,0 days 01:57:45.444000,,0 days 00:00:54.634000,0 days 00:00:43.113000,0 days 00:00:18.731000,0 days 01:58:18.263000,0 days 01:59:01.376000,0 days 01:59:20.107000,274.0,294.0,255.0,280.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:57:23.629000,2024-04-07 05:58:25.263,1,2.0,False,,False,False
17,0 days 02:00:56.929000,VER,1,0 days 00:01:36.822000,18.0,3.0,,,0 days 00:00:34.981000,0 days 00:00:43.108000,0 days 00:00:18.733000,0 days 01:59:55.088000,0 days 02:00:38.196000,0 days 02:00:56.929000,279.0,295.0,253.0,283.0,False,MEDIUM,2.0,True,Red Bull Racing,0 days 01:59:20.107000,2024-04-07 06:00:21.741,1,2.0,False,,False,True
18,0 days 02:02:33.181000,VER,1,0 days 00:01:36.252000,19.0,3.0,,,0 days 00:00:34.857000,0 days 00:00:42.769000,0 days 00:00:18.626000,0 days 02:01:31.786000,0 days 02:02:14.555000,0 days 02:02:33.181000,280.0,297.0,255.0,286.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 02:00:56.929000,2024-04-07 06:01:58.563,1,2.0,False,,False,True
19,0 days 02:04:09.583000,VER,1,0 days 00:01:36.402000,20.0,3.0,,,0 days 00:00:34.885000,0 days 00:00:42.974000,0 days 00:00:18.543000,0 days 02:03:08.066000,0 days 02:03:51.040000,0 days 02:04:09.583000,279.0,298.0,261.0,297.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 02:02:33.181000,2024-04-07 06:03:34.815,1,2.0,False,,False,True
20,0 days 02:05:45.200000,VER,1,0 days 00:01:35.617000,21.0,3.0,,,0 days 00:00:34.242000,0 days 00:00:42.833000,0 days 00:00:18.542000,0 days 02:04:43.825000,0 days 02:05:26.658000,0 days 02:05:45.200000,280.0,293.0,254.0,286.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 02:04:09.583000,2024-04-07 06:05:11.217,1,1.0,False,,False,True
21,0 days 02:07:21.584000,VER,1,0 days 00:01:36.384000,22.0,3.0,,,0 days 00:00:34.914000,0 days 00:00:42.902000,0 days 00:00:18.568000,0 days 02:06:20.114000,0 days 02:07:03.016000,0 days 02:07:21.584000,,293.0,255.0,286.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 02:05:45.200000,2024-04-07 06:06:46.834,1,1.0,False,,False,True
22,0 days 02:08:57.789000,VER,1,0 days 00:01:36.205000,23.0,3.0,,,0 days 00:00:34.810000,0 days 00:00:42.855000,0 days 00:00:18.540000,0 days 02:07:56.394000,0 days 02:08:39.249000,0 days 02:08:57.789000,,294.0,254.0,286.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 02:07:21.584000,2024-04-07 06:08:23.218,1,1.0,False,,False,True
23,0 days 02:10:34.321000,VER,1,0 days 00:01:36.532000,24.0,3.0,,,0 days 00:00:34.895000,0 days 00:00:43.008000,0 days 00:00:18.629000,0 days 02:09:32.684000,0 days 02:10:15.692000,0 days 02:10:34.321000,279.0,294.0,255.0,286.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 02:08:57.789000,2024-04-07 06:09:59.423,1,1.0,False,,False,True
24,0 days 02:12:10.658000,VER,1,0 days 00:01:36.337000,25.0,3.0,,,0 days 00:00:34.677000,0 days 00:00:43.075000,0 days 00:00:18.585000,0 days 02:11:08.998000,0 days 02:11:52.073000,0 days 02:12:10.658000,281.0,295.0,254.0,287.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 02:10:34.321000,2024-04-07 06:11:35.955,1,1.0,False,,False,True
25,0 days 02:13:47.095000,VER,1,0 days 00:01:36.437000,26.0,3.0,,,0 days 00:00:34.874000,0 days 00:00:42.952000,0 days 00:00:18.611000,0 days 02:12:45.532000,0 days 02:13:28.484000,0 days 02:13:47.095000,,295.0,255.0,287.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 02:12:10.658000,2024-04-07 06:13:12.292,1,1.0,False,,False,True
26,0 days 02:15:23.749000,VER,1,0 days 00:01:36.654000,27.0,3.0,,,0 days 00:00:34.936000,0 days 00:00:42.975000,0 days 00:00:18.743000,0 days 02:14:22.031000,0 days 02:15:05.006000,0 days 02:15:23.749000,280.0,296.0,254.0,287.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 02:13:47.095000,2024-04-07 06:14:48.729,1,1.0,False,,False,True
27,0 days 02:17:00.245000,VER,1,0 days 00:01:36.496000,28.0,3.0,,,0 days 00:00:34.883000,0 days 00:00:43.010000,0 days 00:00:18.603000,0 days 02:15:58.632000,0 days 02:16:41.642000,0 days 02:17:00.245000,,297.0,255.0,287.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 02:15:23.749000,2024-04-07 06:16:25.383,1,1.0,False,,False,True
28,0 days 02:18:36.900000,VER,1,0 days 00:01:36.655000,29.0,3.0,,,0 days 00:00:35.020000,0 days 00:00:43.016000,0 days 00:00:18.619000,0 days 02:17:35.265000,0 days 02:18:18.281000,0 days 02:18:36.900000,,296.0,254.0,289.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 02:17:00.245000,2024-04-07 06:18:01.879,1,1.0,False,,False,True
29,0 days 02:20:13.749000,VER,1,0 days 00:01:36.849000,30.0,3.0,,,0 days 00:00:35.050000,0 days 00:00:43.132000,0 days 00:00:18.667000,0 days 02:19:11.950000,0 days 02:19:55.082000,0 days 02:20:13.749000,,296.0,255.0,288.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 02:18:36.900000,2024-04-07 06:19:38.534,1,1.0,False,,False,True
30,0 days 02:21:50.510000,VER,1,0 days 00:01:36.761000,31.0,3.0,,,0 days 00:00:34.998000,0 days 00:00:43.147000,0 days 00:00:18.616000,0 days 02:20:48.747000,0 days 02:21:31.894000,0 days 02:21:50.510000,,296.0,255.0,289.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 02:20:13.749000,2024-04-07 06:21:15.383,1,1.0,False,,False,True
31,0 days 02:23:27.430000,VER,1,0 days 00:01:36.920000,32.0,3.0,,,0 days 00:00:35.134000,0 days 00:00:43.092000,0 days 00:00:18.694000,0 days 02:22:25.644000,0 days 02:23:08.736000,0 days 02:23:27.430000,279.0,296.0,254.0,291.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 02:21:50.510000,2024-04-07 06:22:52.144,1,1.0,False,,False,True
32,0 days 02:25:04.478000,VER,1,0 days 00:01:37.048000,33.0,3.0,,,0 days 00:00:35.182000,0 days 00:00:43.181000,0 days 00:00:18.685000,0 days 02:24:02.612000,0 days 02:24:45.793000,0 days 02:25:04.478000,,297.0,254.0,292.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 02:23:27.430000,2024-04-07 06:24:29.064,1,1.0,False,,False,True
33,0 days 02:26:43.704000,VER,1,0 days 00:01:39.226000,34.0,3.0,,0 days 02:26:42.429000,0 days 00:00:35.038000,0 days 00:00:43.228000,0 days 00:00:20.960000,0 days 02:25:39.516000,0 days 02:26:22.744000,0 days 02:26:43.704000,278.0,296.0,,293.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 02:25:04.478000,2024-04-07 06:26:06.112,1,1.0,False,,False,False
34,0 days 02:28:39.207000,VER,1,0 days 00:01:55.503000,35.0,4.0,0 days 02:27:05.581000,,0 days 00:00:54.547000,0 days 00:00:42.486000,0 days 00:00:18.470000,0 days 02:27:38.251000,0 days 02:28:20.737000,0 days 02:28:39.207000,281.0,297.0,257.0,297.0,False,HARD,1.0,True,Red Bull Racing,0 days 02:26:43.704000,2024-04-07 06:27:45.338,1,2.0,False,,False,False
35,0 days 02:30:13.826000,VER,1,0 days 00:01:34.619000,36.0,4.0,,,0 days 00:00:34.203000,0 days 00:00:42.165000,0 days 00:00:18.251000,0 days 02:29:13.410000,0 days 02:29:55.575000,0 days 02:30:13.826000,,300.0,258.0,296.0,True,HARD,2.0,True,Red Bull Racing,0 days 02:28:39.207000,2024-04-07 06:29:40.841,1,1.0,False,,False,True
36,0 days 02:31:48.796000,VER,1,0 days 00:01:34.970000,37.0,4.0,,,0 days 00:00:34.373000,0 days 00:00:42.368000,0 days 00:00:18.229000,0 days 02:30:48.199000,0 days 02:31:30.567000,0 days 02:31:48.796000,282.0,298.0,258.0,298.0,False,HARD,3.0,True,Red Bull Racing,0 days 02:30:13.826000,2024-04-07 06:31:15.460,1,1.0,False,,False,True
37,0 days 02:33:23.782000,VER,1,0 days 00:01:34.986000,38.0,4.0,,,0 days 00:00:34.217000,0 days 00:00:42.272000,0 days 00:00:18.497000,0 days 02:32:23.013000,0 days 02:33:05.285000,0 days 02:33:23.782000,,296.0,257.0,295.0,False,HARD,4.0,True,Red Bull Racing,0 days 02:31:48.796000,2024-04-07 06:32:50.430,1,1.0,False,,False,True
38,0 days 02:34:58.276000,VER,1,0 days 00:01:34.494000,39.0,4.0,,,0 days 00:00:34.097000,0 days 00:00:42.145000,0 days 00:00:18.252000,0 days 02:33:57.879000,0 days 02:34:40.024000,0 days 02:34:58.276000,,298.0,257.0,294.0,True,HARD,5.0,True,Red Bull Racing,0 days 02:33:23.782000,2024-04-07 06:34:25.416,1,1.0,False,,False,True
39,0 days 02:36:32.619000,VER,1,0 days 00:01:34.343000,40.0,4.0,,,0 days 00:00:33.952000,0 days 00:00:42.124000,0 days 00:00:18.267000,0 days 02:35:32.228000,0 days 02:36:14.352000,0 days 02:36:32.619000,,298.0,257.0,295.0,True,HARD,6.0,True,Red Bull Racing,0 days 02:34:58.276000,2024-04-07 06:35:59.910,1,1.0,False,,False,True
40,0 days 02:38:06.892000,VER,1,0 days 00:01:34.273000,41.0,4.0,,,0 days 00:00:33.997000,0 days 00:00:42.069000,0 days 00:00:18.207000,0 days 02:37:06.616000,0 days 02:37:48.685000,0 days 02:38:06.892000,,298.0,257.0,297.0,True,HARD,7.0,True,Red Bull Racing,0 days 02:36:32.619000,2024-04-07 06:37:34.253,1,1.0,False,,False,True
41,0 days 02:39:41.857000,VER,1,0 days 00:01:34.965000,42.0,4.0,,,0 days 00:00:33.901000,0 days 00:00:42.756000,0 days 00:00:18.308000,0 days 02:38:40.793000,0 days 02:39:23.549000,0 days 02:39:41.857000,283.0,298.0,257.0,297.0,False,HARD,8.0,True,Red Bull Racing,0 days 02:38:06.892000,2024-04-07 06:39:08.526,12,1.0,False,,False,True
42,0 days 02:41:16.160000,VER,1,0 days 00:01:34.303000,43.0,4.0,,,0 days 00:00:33.837000,0 days 00:00:42.139000,0 days 00:00:18.327000,0 days 02:40:15.694000,0 days 02:40:57.833000,0 days 02:41:16.160000,282.0,298.0,257.0,297.0,False,HARD,9.0,True,Red Bull Racing,0 days 02:39:41.857000,2024-04-07 06:40:43.491,1,1.0,False,,False,True
43,0 days 02:42:50.615000,VER,1,0 days 00:01:34.455000,44.0,4.0,,,0 days 00:00:33.813000,0 days 00:00:42.303000,0 days 00:00:18.339000,0 days 02:41:49.973000,0 days 02:42:32.276000,0 days 02:42:50.615000,,299.0,256.0,297.0,False,HARD,10.0,True,Red Bull Racing,0 days 02:41:16.160000,2024-04-07 06:42:17.794,1,1.0,False,,False,True
44,0 days 02:44:25.221000,VER,1,0 days 00:01:34.606000,45.0,4.0,,,0 days 00:00:34.085000,0 days 00:00:42.138000,0 days 00:00:18.383000,0 days 02:43:24.700000,0 days 02:44:06.838000,0 days 02:44:25.221000,,299.0,256.0,297.0,False,HARD,11.0,True,Red Bull Racing,0 days 02:42:50.615000,2024-04-07 06:43:52.249,1,1.0,False,,False,True
45,0 days 02:45:59.831000,VER,1,0 days 00:01:34.610000,46.0,4.0,,,0 days 00:00:34.073000,0 days 00:00:42.272000,0 days 00:00:18.265000,0 days 02:44:59.294000,0 days 02:45:41.566000,0 days 02:45:59.831000,,299.0,258.0,301.0,False,HARD,12.0,True,Red Bull Racing,0 days 02:44:25.221000,2024-04-07 06:45:26.855,1,1.0,False,,False,True
46,0 days 02:47:34.944000,VER,1,0 days 00:01:35.113000,47.0,4.0,,,0 days 00:00:34.210000,0 days 00:00:42.527000,0 days 00:00:18.376000,0 days 02:46:34.041000,0 days 02:47:16.568000,0 days 02:47:34.944000,,301.0,258.0,301.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:45:59.831000,2024-04-07 06:47:01.465,1,1.0,False,,False,True
47,0 days 02:49:10.694000,VER,1,0 days 00:01:35.750000,48.0,4.0,,,0 days 00:00:34.496000,0 days 00:00:42.871000,0 days 00:00:18.383000,0 days 02:48:09.440000,0 days 02:48:52.311000,0 days 02:49:10.694000,,298.0,257.0,299.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:47:34.944000,2024-04-07 06:48:36.578,1,1.0,False,,False,True
48,0 days 02:50:45.579000,VER,1,0 days 00:01:34.885000,49.0,4.0,,,0 days 00:00:34.097000,0 days 00:00:42.487000,0 days 00:00:18.301000,0 days 02:49:44.791000,0 days 02:50:27.278000,0 days 02:50:45.579000,,300.0,263.0,302.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:49:10.694000,2024-04-07 06:50:12.328,1,1.0,False,,False,True
49,0 days 02:52:19.285000,VER,1,0 days 00:01:33.706000,50.0,4.0,,,0 days 00:00:33.404000,0 days 00:00:42.141000,0 days 00:00:18.161000,0 days 02:51:18.983000,0 days 02:52:01.124000,0 days 02:52:19.285000,,298.0,257.0,298.0,True,HARD,16.0,True,Red Bull Racing,0 days 02:50:45.579000,2024-04-07 06:51:47.213,1,1.0,False,,False,True
50,0 days 02:53:54.053000,VER,1,0 days 00:01:34.768000,51.0,4.0,,,0 days 00:00:33.964000,0 days 00:00:42.405000,0 days 00:00:18.399000,0 days 02:52:53.249000,0 days 02:53:35.654000,0 days 02:53:54.053000,283.0,299.0,257.0,297.0,False,HARD,17.0,True,Red Bull Racing,0 days 02:52:19.285000,2024-04-07 06:53:20.919,1,1.0,False,,False,True
51,0 days 02:55:29.023000,VER,1,0 days 00:01:34.970000,52.0,4.0,,,0 days 00:00:34.158000,0 days 00:00:42.422000,0 days 00:00:18.390000,0 days 02:54:28.211000,0 days 02:55:10.633000,0 days 02:55:29.023000,,300.0,258.0,299.0,False,HARD,18.0,True,Red Bull Racing,0 days 02:53:54.053000,2024-04-07 06:54:55.687,1,1.0,False,,False,True
52,0 days 02:57:04.286000,VER,1,0 days 00:01:35.263000,53.0,4.0,,,0 days 00:00:34.299000,0 days 00:00:42.417000,0 days 00:00:18.547000,0 days 02:56:03.322000,0 days 02:56:45.739000,0 days 02:57:04.286000,281.0,298.0,255.0,295.0,False,HARD,19.0,True,Red Bull Racing,0 days 02:55:29.023000,2024-04-07 06:56:30.657,1,1.0,False,,False,True
53,0 days 01:04:53.607000,PER,11,,1.0,1.0,,0 days 01:04:51.966000,,0 days 00:01:05.032000,0 days 00:00:31.841000,,0 days 01:04:21.723000,0 days 01:04:53.614000,278.0,223.0,,169.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:02:40.422000,2024-04-07 05:03:42.056,125,4.0,False,,False,False
54,0 days 01:33:24.972000,PER,11,,2.0,2.0,0 days 01:31:09.531000,,,0 days 00:00:56.894000,0 days 00:00:40.221000,,0 days 01:32:44.708000,0 days 01:33:25.035000,189.0,268.0,39.0,152.0,False,MEDIUM,2.0,False,Red Bull Racing,0 days 01:30:58.774000,2024-04-07 05:32:00.408,1,2.0,False,,False,False
55,0 days 01:36:16.543000,PER,11,,3.0,2.0,,,,0 days 00:00:42.877000,0 days 00:00:18.696000,,0 days 01:35:57.906000,0 days 01:36:16.719000,280.0,294.0,254.0,290.0,False,MEDIUM,3.0,False,Red Bull Racing,0 days 01:33:24.972000,2024-04-07 05:34:26.606,1,2.0,False,,False,False
56,0 days 01:37:53.116000,PER,11,0 days 00:01:36.573000,4.0,2.0,,,0 days 00:00:34.694000,0 days 00:00:43.203000,0 days 00:00:18.676000,0 days 01:36:51.194000,0 days 01:37:34.397000,0 days 01:37:53.073000,275.0,295.0,257.0,296.0,True,MEDIUM,4.0,False,Red Bull Racing,0 days 01:36:16.543000,2024-04-07 05:37:18.177,1,2.0,False,,False,True
57,0 days 01:39:29.684000,PER,11,0 days 00:01:36.568000,5.0,2.0,,,0 days 00:00:34.558000,0 days 00:00:43.311000,0 days 00:00:18.699000,0 days 01:38:27.631000,0 days 01:39:10.942000,0 days 01:39:29.641000,276.0,295.0,254.0,297.0,True,MEDIUM,5.0,False,Red Bull Racing,0 days 01:37:53.116000,2024-04-07 05:38:54.750,1,2.0,False,,False,True
58,0 days 01:41:07.377000,PER,11,0 days 00:01:37.693000,6.0,2.0,,,0 days 00:00:35.008000,0 days 00:00:43.981000,0 days 00:00:18.704000,0 days 01:40:04.649000,0 days 01:40:48.630000,0 days 01:41:07.334000,275.0,295.0,253.0,290.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 01:39:29.684000,2024-04-07 05:40:31.318,1,2.0,True,TRACK LIMITS AT TURN 9 LAP 6 ,False,True
59,0 days 01:42:44.685000,PER,11,0 days 00:01:37.308000,7.0,2.0,,,0 days 00:00:35.091000,0 days 00:00:43.396000,0 days 00:00:18.821000,0 days 01:41:42.425000,0 days 01:42:25.821000,0 days 01:42:44.642000,277.0,295.0,254.0,286.0,False,MEDIUM,7.0,False,Red Bull Racing,0 days 01:41:07.377000,2024-04-07 05:42:09.011,1,2.0,False,,False,True
60,0 days 01:44:21.905000,PER,11,0 days 00:01:37.220000,8.0,2.0,,,0 days 00:00:35.093000,0 days 00:00:43.381000,0 days 00:00:18.746000,0 days 01:43:19.735000,0 days 01:44:03.116000,0 days 01:44:21.862000,278.0,295.0,253.0,295.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 01:42:44.685000,2024-04-07 05:43:46.319,1,2.0,False,,False,True
61,0 days 01:45:59.743000,PER,11,0 days 00:01:37.838000,9.0,2.0,,,0 days 00:00:35.370000,0 days 00:00:43.600000,0 days 00:00:18.868000,0 days 01:44:57.232000,0 days 01:45:40.832000,0 days 01:45:59.700000,273.0,294.0,253.0,293.0,False,MEDIUM,9.0,False,Red Bull Racing,0 days 01:44:21.905000,2024-04-07 05:45:23.539,1,2.0,False,,False,True
62,0 days 01:47:37.669000,PER,11,0 days 00:01:37.926000,10.0,2.0,,,0 days 00:00:35.593000,0 days 00:00:43.554000,0 days 00:00:18.779000,0 days 01:46:35.293000,0 days 01:47:18.847000,0 days 01:47:37.626000,277.0,294.0,253.0,295.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 01:45:59.743000,2024-04-07 05:47:01.377,1,2.0,False,,False,True
63,0 days 01:49:15.885000,PER,11,0 days 00:01:38.216000,11.0,2.0,,,0 days 00:00:35.512000,0 days 00:00:43.802000,0 days 00:00:18.902000,0 days 01:48:13.138000,0 days 01:48:56.940000,0 days 01:49:15.842000,,294.0,252.0,292.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 01:47:37.669000,2024-04-07 05:48:39.303,1,2.0,False,,False,True
64,0 days 01:50:54.041000,PER,11,0 days 00:01:38.156000,12.0,2.0,,,0 days 00:00:35.539000,0 days 00:00:43.770000,0 days 00:00:18.847000,0 days 01:49:51.381000,0 days 01:50:35.151000,0 days 01:50:53.998000,,294.0,253.0,293.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 01:49:15.885000,2024-04-07 05:50:17.519,1,2.0,False,,False,True
65,0 days 01:52:32.166000,PER,11,0 days 00:01:38.125000,13.0,2.0,,,0 days 00:00:35.462000,0 days 00:00:43.857000,0 days 00:00:18.806000,0 days 01:51:29.460000,0 days 01:52:13.317000,0 days 01:52:32.123000,271.0,294.0,253.0,295.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 01:50:54.041000,2024-04-07 05:51:55.675,1,2.0,False,,False,True
66,0 days 01:54:10.671000,PER,11,0 days 00:01:38.505000,14.0,2.0,,,0 days 00:00:35.721000,0 days 00:00:43.889000,0 days 00:00:18.895000,0 days 01:53:07.844000,0 days 01:53:51.733000,0 days 01:54:10.628000,277.0,292.0,252.0,292.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 01:52:32.166000,2024-04-07 05:53:33.800,1,2.0,False,,False,True
67,0 days 01:55:51.577000,PER,11,0 days 00:01:40.906000,15.0,2.0,,0 days 01:55:50.225000,0 days 00:00:35.617000,0 days 00:00:43.864000,0 days 00:00:21.425000,0 days 01:54:46.245000,0 days 01:55:30.109000,0 days 01:55:51.534000,,293.0,,294.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 01:54:10.671000,2024-04-07 05:55:12.305,1,2.0,False,,False,False
68,0 days 01:57:46.403000,PER,11,0 days 00:01:54.826000,16.0,3.0,0 days 01:56:13.153000,,0 days 00:00:53.869000,0 days 00:00:42.481000,0 days 00:00:18.476000,0 days 01:56:45.403000,0 days 01:57:27.884000,0 days 01:57:46.360000,277.0,297.0,256.0,291.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:55:51.577000,2024-04-07 05:56:53.211,1,6.0,False,,False,False
